"UID","Title","PublicationDate"
"15319663","current perspectives on the nucleoside nucleotide components of combination antiretroviral therapy","2004 Sep 1"
"15319386","report of the results of a 2 year programme of sperm wash and icsi treatment for human immunodeficiency virus and hepatitis c virus serodiscordant couples","2004 Nov"
"15319172","double stranded rna stimulation or cd40 ligation of monocyte derived dendritic cells as models to study their activation and maturation process","2004 Apr-Jun"
"15319099","epstein barr virus and human herpesvirus type 8 infections of the central nervous system","2004 Jun"
"15319090","diagnosis of herpesvirus infections of the central nervous system","2004 Jun"
"15319086","clinical trials of prophylactic and therapeutic herpes simplex virus vaccines","2004 Aug"
"15319083","modelling the genital herpes epidemic","2004 Aug"
"15318787","diagnostic assays for hiv 1 infection","2004 Jul"
"15318646","right to care","2004 Jul 7-13"
"15318277","successful discontinuation of secondary prophylaxis for histoplasmosis after highly active antiretroviral therapy","2004 Jul"
"15318156","hiv transmission among black college student and non student men who have sex with men north carolina 2003","2004 Aug 20"
"15317889","detection of hiv 1 and hcv infections among antibody negative blood donors by nucleic acid amplification testing","2004 Aug 19"
"15317884","antiretroviral medications from thailand to africa","2004 Aug 19"
"15317666","bosentan for the treatment of human immunodeficiency virus associated pulmonary arterial hypertension","2004 Dec 1"
"15317659","retroviral rna dimer linkage different structures may reflect different roles","2004 Aug 18"
"15317635","changing profiles of injecting drug users with aids in a hispanic population","2004 Sep"
"15317477","dual spatial folds and different local structures of the hiv 1 immunogenic crown in various virus isolates","2004 Oct"
"15317413","evaluation of on line high performance size exclusion chromatography differential refractometry and multi angle laser light scattering analysis for the monitoring of the oligomeric state of human immunodeficiency virus vaccine protein antigen","2004 Jul 16"
"15316908","informed decision making what is its role in cancer screening","2004 Sep 1"
"15316525","55 year old man with hypogammaglobulinemia lymphopenia and unrelenting cutaneous warts","2004 Aug"
"15316523","advances in asthma allergy and immunology series 2004 basic and clinical immunology","2004 Aug"
"15316350","low efficacy of nevirapine hivnet012 in preventing perinatal hiv 1 transmission in a real life situation","2004 Sep 3"
"15316349","indinavir increases glucose production in healthy hiv negative men","2004 Sep 3"
"15316346","homosexual activity among rural indian men implications for hiv interventions","2004 Sep 3"
"15316345","all cause mortality in the swiss hiv cohort study from 1990 to 2001 in comparison with the swiss population","2004 Sep 3"
"15316344","cost effectiveness of elective cesarean delivery to prevent hepatitis c transmission in hiv coinfected women","2004 Sep 3"
"15316342","cardio and cerebrovascular events in hiv infected persons","2004 Sep 3"
"15316341","serious ophthalmic pathology compromising vision in hcv hiv co infected patients treated with peginterferon alpha 2b and ribavirin","2004 Sep 3"
"15316339","characterization of determinants of genotypic and phenotypic resistance to enfuvirtide in baseline and on treatment hiv 1 isolates","2004 Sep 3"
"15316338","genetic correlates of efavirenz hypersusceptibility","2004 Sep 3"
"15316337","hla c and hla e reduce antibody dependent natural killer cell mediated cytotoxicity of hiv infected primary t cell blasts","2004 Sep 3"
"15316334","risk factors for hepatic decompensation in patients with hiv hcv coinfection and liver cirrhosis during interferon based therapy","2004 Sep 3"
"15316267","exflagellation of microgametocytes in plasmodium vivax malaria a diagnostic conundrum","2004 Sep-Oct"
"15315930","clinical experience with high success rate of antiretroviral therapy in elderly hiv infected patients","2004 Sep"
"15315847","polygene dna vaccine induces a high level of protective effect against hiv vaccinia virus challenge in mice","2004 Sep 9"
"15315833","efficient priming of simian human immunodeficiency virus shiv specific t cell responses with dna encoding hybrid shiv hepatitis b surface antigen particles","2004 Sep 9"
"15315215","aids awareness among hospital class iv employees","2003 Dec"
"15315214","discrimination in health care to patients living with hiv aids","2003 Dec"
"15315127","use of regional lymphotropic therapy in the treatment of pulmonary tuberculosis in hiv infected individuals","2004"
"15315087","health hazard evaluation in private dental practices a survey in a province of northen italy","2004 Apr"
"15314517","aids associated cancer in developing nations","2004 Sep"
"15314516","animal models of cancer and hiv","2004 Sep"
"15314515","anogenital neoplasia in aids","2004 Sep"
"15314513","advances in the pathobiology and treatment of kaposi sarcoma","2004 Sep"
"15314510","treatment advances in adult burkitt lymphoma and leukemia","2004 Sep"
"15314078","statins inhibit hiv 1 infection by down regulating rho activity","2004 Aug 16"
"15314046","evaluation of a best practices musculoskeletal injury prevention program in nursing homes","2004 Aug"
"15313818","immune reconstitution inflammatory syndrome associated with hiv and leprosy","2004 Aug"
"15313587","perinatal genotoxicity and carcinogenicity of anti retroviral nucleoside analog drugs","2004 Sep 1"
"15313260","in vitro activity of essential oil from ocimum gratissimum l against four candida species","2004 Sep"
"15313103","prevalence and co occurrence of violence substance use and disorder and hiv risk behavior a comparison of sheltered and low income housed women in los angeles county","2004 Sep"
"15312925","political environment of hiv lessons from a comparison of uganda and south africa","2004 Nov"
"15312916","preventing hepatitis c common sense the bug and other perspectives from the risk narratives of people who inject drugs","2004 Nov"
"15312331","progress in the study of maternal fetal vertical transmission of human immunodeficiency virus type 1","2004 Jun"
"15312143","lipid associated membrane proteins of mycoplasma fermentans and m penetrans activate human immunodeficiency virus long terminal repeats through toll like receptors","2004 Sep"
"15311373","pulmonary kaposi s sarcoma in pregnancy","2004 Aug"
"15311289","differences in mortality profile of tuberculosis patients related to tuberculosis aids co morbidity","2004 Aug"
"15310940","diagnosis and management of body morphology changes and lipid abnormalities associated with hiv infection and its therapies","2004 Jul-Aug"
"15310938","substance use of disorders in hiv infected patients impact and new treatment strategies","2004 Jul-Aug"
"15310937","solid organ transplantation in hiv infected patients in the potent antiretroviral therapy era","2004 Jul-Aug"
"15310537","resolution of diabetes after initiation of antiretroviral therapy in two human immunodeficiency virus infected patients","2004 May-Jun"
"15310467","enhancement of human immunodeficiency virus type 1 infectivity by replacing the region including env derived from defective particles with an ability to form particle mediated syncytia in cd4 t cells","2004 Aug"
"15310172","incidence and risk factors of hcv and hiv infections in a cohort of intravenous drug users in the north and east of france","2004 Aug"
"15310171","hiv 1 subtype in scotland the establishment of a national surveillance system","2004 Aug"
"15310116","what more can we do about hiv","2004 Summer"
"15310115","extra special care for birthing women who happen to be hiv positive","2004 Summer"
"15310100","scourge of aids","2003 Aug"
"15310026","world health organization and unaids unveil plan to get 3 million aids patients on treatment by 2005","2004 Jan-Feb"
"15309646","excision and v y plasty reconstruction for giant condyloma acuminatum","2004 Aug"
"15308969","male circumcision and hiv","2004 Sep"
"15308968","male circumcision and hiv","2004 Sep"
"15308953","hepatitis c virus infection among injection drug users survival analysis of time to seroconversion","2004 Sep"
"15308952","declining aids mortality in amsterdam contributions of declining hiv incidence and effective therapy","2004 Sep"
"15308751","mobility of the human immunodeficiency virus hiv receptor cd4 and coreceptor ccr5 in living cells implications for hiv fusion and entry events","2004 Sep"
"15308739","host cell gene expression during human immunodeficiency virus type 1 latency and reactivation and effects of targeting genes that are differentially expressed in viral latency","2004 Sep"
"15308726","characterization of nonpathogenic live viral vaccine vectors inducing potent cellular immune responses","2004 Sep"
"15308718","identification and characterization of a new cross reactive human immunodeficiency virus type 1 neutralizing human monoclonal antibody","2004 Sep"
"15308712","r5 human immunodeficiency virus type 1 hiv 1 replicates more efficiently in primary cd4 t cell cultures than x4 hiv 1","2004 Sep"
"15308348","long term protection against shiv89 6p replication in hiv 1 tat vaccinated cynomolgus monkeys","2004 Sep 3"
"15308123","lymphocyte immunophenotype reference ranges in healthy indian adults implications for management of hiv aids in india","2004 Sep"
"15308048","progress in the prevention of mother to child transmission of hiv 1","2004 Jul"
"15307970","symptomatic hiv viraemia during a drug holiday an argument against treatment interruption","2004 Aug"
"15307968","audit on hiv antibody test uptake amongst gum clinic attendees in the west midland region","2004 Aug"
"15307967","correlates of negative intent to receive an aids vaccine an exploratory study","2004 Aug"
"15307966","prevalence of antiretroviral drug resistance in the hiv 1 infected urban indigent population in san francisco a representative study","2004 Aug"
"15307965","role of non viral load surrogate markers in hiv positive patient monitoring during antiviral treatment","2004 Aug"
"15307964","shigellosis a re emerging sexually transmitted infection outbreak in men having sex with men in berlin","2004 Aug"
"15307962","five year immunological outcome of highly active antiretroviral treatment in a clinical setting results from a single hiv treatment centre","2004 Aug"
"15307961","prevalence and service implications of health anxiety in genitourinary medicine clinics","2004 Aug"
"15307960","what are the needs of asylum seekers attending an sti clinic and are they significantly different from those of british patients","2004 Aug"
"15307959","genitourinary medicine hiv services for persons with insecure immigration or seeking asylum in the united kingdom a british co operative clinical group survey","2004 Aug"
"15307958","costs of treating external genital warts in england and wales a treatment pattern analysis","2004 Aug"
"15307952","gene transfer of baculoviral p35 by adenoviral vector protects human cerebral neurons from apoptosis","2004 Aug"
"15307932","knowledge but no protection","2004 Jul"
"15307930","nurses knowledge attitudes and practice related to hiv transmission in northeastern china","2004 Jul"
"15307929","psychosocial and behavioral correlates of depression among hiv infected pregnant women","2004 Jul"
"15307928","training family practice residents in hiv care","2004 Jul"
"15307925","needle exchange programs and the prevention of hiv infection interview by vicki glaser","2004 Jul"
"15307924","evaluation of the safety immunogenicity and protective efficacy of whole inactivated simian immunodeficiency virus siv vaccines with conformationally and functionally intact envelope glycoproteins","2004 Jul"
"15307923","hiv type 1 specific inter and intrasubtype cellular immune responses in hiv type 1 infected ugandans","2004 Jul"
"15307922","characterization of molecular features antigen binding and in vitro properties of igg and igm variants of 4e10 an anti hiv type 1 neutralizing monoclonal antibody","2004 Jul"
"15307921","rapid determination of the delta32 deletion in the human cc chemokine receptor 5 ccr5 gene without dna extraction by lightcycler real time polymerase chain reaction","2004 Jul"
"15307918","infection of a simian b cell line by human and simian immunodeficiency viruses","2004 Jul"
"15307916","cerebrospinal fluid viral load virus isolation and intrathecal immunoactivation in hiv type 2 infection","2004 Jul"
"15307913","lack of reduction of thymidine kinase activity in stavudine treated hiv infected patients","2004 Jul"
"15307912","short communication liver toxicity of lopinavir containing regimens in hiv infected patients with or without hepatitis c coinfection","2004 Jul"
"15307911","human leukocyte antigen hla b 18 and protection against mother to child hiv type 1 transmission","2004 Jul"
"15307589","reactive hemophagocytosis associated with the initiation of highly active antiretroviral therapy haart in a patient with aids","2004"
"15307585","disseminated penicillium marneffei sepsis in a hiv positive thai woman in denmark","2004"
"15307572","cortisol serum levels and their relationship to certain antiretroviral drugs","2004"
"15307570","natural course of disease following hiv 1 infection in dar es salaam tanzania a study among hotel workers relating clinical events to cd4 t lymphocyte counts","2004"
"15307430","escherichia coli enterovirulent phenotypes in zambians with aids related diarrhoea","2003 Sep-Oct"
"15307036","clinical outcomes and disease progression among patients coinfected with hiv and human t lymphotropic virus types 1 and 2","2004 Jul 15"
"15307034","perirenal fat diameter measured by echography could be an early predictor of lipodystrophy in hiv type 1 infected patients receiving highly active antiretroviral therapy","2004 Jul 15"
"15307018","strongyloides stercoralis infection as a manifestation of immune restoration syndrome","2004 Aug 1"
"15307012","impact of indinavir on the quality of life in patients with advanced hiv infection treated with zidovudine and lamivudine","2004 Aug 1"
"15307011","niacin in hiv infected individuals with hyperlipidemia receiving potent antiretroviral therapy","2004 Aug 1"
"15307010","once daily versus twice daily lamivudine in combination with zidovudine and efavirenz for the treatment of antiretroviral naive adults with hiv infection a randomized equivalence trial","2004 Aug 1"
"15307008","two drugs or three balancing efficacy toxicity and resistance in postexposure prophylaxis for occupational exposure to hiv","2004 Aug 1"
"15306840","inhibition of hiv 1 fusion with small interfering rnas targeting the chemokine coreceptor cxcr4","2004 Dec"
"15306704","artesunate with mefloquine at various intervals for non severe plasmodium falciparum malaria","2004 Aug"
"15306703","human immunodeficiency virus type 1 and other viral co infections among young heterosexual men and women in argentina","2004 Aug"
"15306619","hiv aids knowledge and the implications for health promotion programs among chinese college students geographic gender and age differences","2004 Sep"
"15306558","phi 443 a novel noncontraceptive broad spectrum anti human immunodeficiency virus microbicide","2004 Dec"
"15306389","environmental and social influences on emerging infectious diseases past present and future","2004 Jul 29"
"15306358","immune responses and the emergence of drug resistant virus strains in vivo","2004 Jun 7"
"15306272","throwing the dice pregnancy decision making among hiv positive women in four u s cities","2004 May-Jun"
"15306270","future of the female condom","2004 May-Jun"
"15305892","serum adiponectin and metabolic parameters in hiv 1 infected patients after substitution of nevirapine for protease inhibitors","2004 Aug"
"15305891","low dose growth hormone and human immunodeficiency virus associated lipodystrophy syndrome a pilot study","2004 Aug"
"15305807","unaids hiv rates up globally asia particularly worrisome","2004 Jul 12"
"15305724","canine leishmaniasis evolution of the chemotherapeutic protocols","2004 Jun"
"15305722","clinical signs of visceral leishmaniasis in adults is the manner of presentation changing","2004 Jun"
"15305718","parasite identification in the surveillance of imported leishmaniasis cases in italy","2004 Jun"
"15305704","the serodiagnosis of parasitic infections","2004 Jun"
"15305694","highly active antiretroviral therapy and opportunistic protozoan infections","2004 Jun"
"15305482","yield of tuberculin screening among injection drug users","2004 Aug"
"15305475","accuracy of routine diagnosis of pulmonary tuberculosis in an area of high hiv prevalence","2004 Aug"
"15305474","counselling hiv testing and adjunctive cotrimoxazole for tb patients in malawi from research to routine implementation","2004 Aug"
"15305473","bovine tuberculosis an old disease but a new threat to africa","2004 Aug"
"15304178","human t lymphotropic virus 1 and hepatitis c virus as risk factors for inflammatory dermatoses in hiv positive patients","2004 Aug"
"15303995","migrants risky sexual behaviours in india and at home in far western nepal","2004 Aug"
"15303794","dramatic change in hiv treatment","2004 Jul-Aug"
"15303314","female genital tuberculosis a global review","2004 May-Jun"
"15302959","analysis of 15 novel full length bk virus sequences from three individuals evidence of a high intra strain genetic diversity","2004 Sep"
"15302942","quantifiable cytotoxic t lymphocyte responses and hla related risk of progression to aids","2004 Aug 17"
"15302746","mycobacterium avium complex pulmonary disease in patients without hiv infection","2004 Aug"
"15302236","open fractures of the tibia in hiv positive patients a prospective controlled single blind study","2004 Sep"
"15302235","disability can be avoided after open fractures in africa results from malawi","2004 Sep"
"15302162","electron microscopic and immunochemical analysis of the broadly neutralizing hiv 1 specific anti carbohydrate antibody 2g12","2004 Aug"
"15302139","intracellular metabolism and pharmacokinetics of 5 hydrogenphosphonate of 3 azido 2 3 dideoxythymidine a prodrug of 3 azido 2 3 dideoxythymidine","2004 Aug"
"15302138","mechanism of inhibition of the human immunodeficiency virus type 1 by the oxygen radical generating agent bleomycin","2004 Aug"
"15301834","occurrence of intracerebral aneurysm in an hiv infected child a case report","2004 Aug"
"15301576","effect of rifampicin on the pharmacokinetics of fluconazole in patients with aids","2004"
"15301386","valganciclovir oral treatment of cytomegalovirus infections","2004 Jun 19"
"15301382","sharp increase in the number of syphilis cases in the netherlands early recognition and treatment is of great importance","2004 Jun 19"
"15301189","new malaise bioethics and human rights in the global era","2004 Summer"
"15301165","itch a symptom of occult disease","2004 Jul"
"15300951","will better hiv treatment mean higher std rates acute infection studies offer prevention window","2004 Aug"
"15300948","treating mental problems also helps hiv treatment therapy along with medical treatments works best","2004 Aug"
"15300947","acute hiv infections are discovered in charlotte program that uncovered outbreak to lose funding","2004 Aug"
"15300945","southern states receive insufficient adap money north carolina alabama face crises","2004 Aug"
"15300944","adap programs fight for survival with less money and more clients north carolina s list tops 700 by midyear","2004 Aug"
"15300939","cdc researchers owed inmates no treatment during study","2004 Jul 16"
"15300936","prisons officials to stand trial for failing to protect inmates from hiv","2004 Jul 16"
"15300930","prevention justices block law that could promote spread of hiv","2004 Jul 16"
"15300929","volunteers recruited for merck s hiv aids vaccine","2004 Jul 16"
"15300927","kaiser present time line on hiv aids epidemic","2004 Jul 16"
"15300710","use of primates in research a global overview","2004 Aug"
"15300477","20 year history of childhood hiv associated nephropathy","2004 Oct"
"15300311","pleural disease and acquired immunodeficiency syndrome","2004 May-Jun"
"15300310","tuberculosis profile in hiv patient before and after the use of high activity antiretroviral treatment","2004 May-Jun"
"15300145","new molecular markers for bladder cancer detection","2004 Sep"
"15298969","assessment of welfare of the child in hiv positive couples","2004 Oct"
"15298465","factors associated with tumour stage at presentation in invasive cervical cancer","2003 Sep-Oct"
"15298226","cotrimoxazole prophylaxis reduces mortality in human immunodeficiency virus positive tuberculosis patients in karonga district malawi","2004 May"
"15298173","toward novel vaccines and therapies based on negative strand rna viruses","2004"
"15298016","public health hypocrisy and brown skinned people","2004"
"15297965","clinicopathologic study and laboratory diagnosis of 23 cases with west nile virus encephalomyelitis","2004 Aug"
"15297705","normalization of guinea pig leukocyte fractions and lymphocyte subsets in blood and lymphoid tissues using a flow cytometric procedure","2004 Jul"
"15297611","highly pathogenic shivs and sivs target different cd4 t cell subsets in rhesus monkeys explaining their divergent clinical courses","2004 Aug 17"
"15297608","strategies and mechanisms for host and pathogen survival in acute and persistent viral infections","2004 Oct 5"
"15297515","comparison of oligonucleotide ligation assay and consensus sequencing for detection of drug resistant mutants of human immunodeficiency virus type 1 in peripheral blood mononuclear cells and plasma","2004 Aug"
"15297452","transcriptional regulation of apobec3g a cytidine deaminase that hypermutates human immunodeficiency virus","2004 Oct 1"
"15297430","nitric oxide accelerates interleukin 13 cytotoxin mediated regression in head and neck cancer animal model","2004 Aug 1"
"15297347","eligibility of overseas visitors and people of uncertain residential status for nhs treatment","2004 Aug 7"
"15297312","establishment of the cd4 t cell pool in healthy children and untreated children infected with hiv 1","2004 Dec 1"
"15297245","outcome of hyperlactatemia and lipodystrophy syndromes in patients infected with human immunodeficiency virus","2004 Jul-Aug"
"15297062","full length hiv 1 tat protein necessary for a vaccine","2004 Aug 13"
"15297045","therapeutic immunization with an inactivated hiv 1 immunogen plus antiretrovirals versus antiretroviral therapy alone in asymptomatic hiv infected subjects","2004 Aug 13"
"15296758","cytidine deamination of retroviral dna by diverse apobec proteins","2004 Aug 10"
"15296660","physical and leisure activity body composition and life satisfaction in hiv positive hispanics in puerto rico","2004 Jul-Aug"
"15296659","linking hiv aids clients self care with outcomes","2004 Jul-Aug"
"15296515","publication bias in situ","2004 Aug 5"
"15296351","unsuspected peritoneal leishmaniasis in an hiv positive woman with ovarian cancer","2004 Jul-Aug"
"15296281","accidental exposure to blood","2004 May 15"
"15295694","breakthrough infections during phase 1 and 2 prime boost hiv 1 vaccine trials with canarypox vectors alvac and booster dose of recombinant gp120 or gp160","2004 Sep 1"
"15295693","susceptibility of hiv type 1 to the fusion inhibitor t 20 is reduced on insertion of host intercellular adhesion molecule 1 in the virus membrane","2004 Sep 1"
"15295691","decreased hiv transmission after a policy of providing free access to highly active antiretroviral therapy in taiwan","2004 Sep 1"
"15295690","randomized double blind placebo controlled trial of the use of prednisolone as an adjunct to treatment in hiv 1 associated pleural tuberculosis","2004 Sep 1"
"15295615","protecting from r5 tropic hiv individual and combined effectiveness of a hammerhead ribozyme and a single chain fv antibody that targets ccr5","2004 Nov"
"15295232","disseminated histoplasmosis in a nonendemic area","2004 Aug"
"15295229","interferon gamma and colony stimulating factors as adjuvant therapy for refractory fungal infections in children","2004 Aug"
"15295218","community acquired methicillin resistant and methicillin susceptible staphylococcus aureus musculoskeletal infections in children","2004 Aug"
"15295217","comprehensive pediatric human immunodeficiency virus care and treatment in constanta romania implementation of a program of highly active antiretroviral therapy in a resource poor setting","2004 Aug"
"15295130","investigating ethnic differences in sexual health focus groups with young people","2004 Aug"
"15295129","spatial analysis and mapping of sexually transmitted diseases to optimise intervention and prevention strategies","2004 Aug"
"15295122","surveillance systems for stis in the european union facing a changing epidemiology","2004 Aug"
"15295121","recent trends in the epidemiology of sexually transmitted infections in the european union","2004 Aug"
"15294984","partial activation of neonatal cd11c dendritic cells and induction of adult like cd8 cytotoxic t cell responses by synthetic microspheres","2004 Aug 15"
"15294933","cutting edge expression of chemokine receptor cxcr1 on human effector cd8 t cells","2004 Aug 15"
"15294891","in vivo hiv 1 rev multimerization in the nucleolus and cytoplasm identified by fluorescence resonance energy transfer","2004 Nov 26"
"15294425","distinct effects of protease and reverse transcriptase inhibition in an immunological model of hiv 1 infection with impulsive drug effects","2004 Sep"
"15294419","predicting differential responses to structured treatment interruptions during haart","2004 Sep"
"15294416","sensitivity analysis of a nonlinear lumped parameter model of hiv infection dynamics","2004 Sep"
"15294346","production of macrophage il 1beta was inhibited both at the levels of transcription and maturation by caspase 1 following inhalation exposure to isobutyl nitrite","2004 Aug 30"
"15294088","asian language materials available","2004 Jun"
"15294085","screening for potentially transmitting sexual risk behaviors urethral sexually transmitted infection and sildenafil use among males entering care for hiv infection","2004 Jun"
"15294084","development of opportunistic infections after diagnosis of active tuberculosis in hiv infected patients","2004 Jun"
"15294083","hiv infection and antiphospholipid antibody literature review and link to the antiphospholipid syndrome","2004 Jun"
"15294082","tolerance of didanosine as enteric coated capsules versus buffered tablets","2004 Jun"
"15294081","experts speak public policy issues in hiv aids interview by vicki glaser","2004 Jun"
"15293911","investigation of intestinal parasites in aids patients","2004 Jan-Apr"
"15293905","comparison of manual and automated magna pure nucleic acid isolation methods in molecular diagnosis of hiv infections","2004 Jan-Apr"
"15293872","procaine oral stabilised samaritan pharmaceuticals sp 01 sp001","2004"
"15293842","health and safety in clinical laboratories in developing countries safety considerations","2004 Apr-Jun"
"15293840","prevalence of hepatitis b surface antigenaemia in hiv positive patients in the niger delta nigeria","2004 Apr-Jun"
"15293799","some approaches to elaborating vaccines against the hiv infection","2004"
"15293798","the pathogenetic role of the infection component in children with lymphadenopathy under modern conditions","2004"
"15293752","multi drug resistant lung tuberculosis due to double infection of mdr strain","2004 Jun"
"15293599","tuberculosis in hiv infected persons in the context of wide availability of highly active antiretroviral therapy","2004 Jul"
"15293512","an enhanced viral safety of blood preparations","2004 Jul-Aug"
"15293509","hiv 1 serotyping of v3 mimicking peptides circulating in the republic of tajikistan among intravenous drug users","2004 Jul-Aug"
"15293079","lipid lowering therapy with fluvastatin and pravastatin in patients with hiv infection and antiretroviral therapy comparison of efficacy and interaction with indinavir","2004 Aug"
"15293077","major hypertriglyceridemia in hiv infected patients on antiretroviral therapy a role of the personal and family history","2004 Aug"
"15292419","operative treatment of femoral neck fractures in patients between the ages of fifteen and fifty years","2004 Aug"
"15292066","il 8 responsiveness defines a subset of cd8 t cells poised to kill","2004 Dec 1"
"15291761","mutational analysis of histidine residues in human organic anion transporter 4 hoat4","2004 Nov 15"
"15291558","toward fully synthetic carbohydrate based hiv antigen design on the critical role of bivalency","2004 Aug 11"
"15291391","temporal trends in aids incidence and mortality in tuscany 1987 2000","2004 Mar-Apr"
"15291142","verocytotoxin positive haemolytic uremic syndrome and hiv associated nephropathy","2004"
"15291089","hiv infection how to lower your risk","2004 Jul 15"
"15291088","hiv counseling testing and referral","2004 Jul 15"
"15290804","south africa rejects use of aids drug for women","2004 Jul 14"
"15290458","strongyloidiasis in a patient with acquired immunodeficiency syndrome","2004 Jun"
"15289630","sources of variability in uncertain medical decisions in the icu a process tracing study","2004 Aug"
"15289586","occupational respiratory disease in mining","2004 Aug"
"15289502","limited t cell receptor diversity of hcv specific t cell responses is associated with ctl escape","2004 Aug 2"
"15289245","six year intervention outcomes for adolescent children of parents with the human immunodeficiency virus","2004 Aug"
"15289096","potential disruptive technology in vaccine development gene based vaccines and their application to infectious diseases","2004 Oct"
"15289086","mitochondrial oxidative stress in human hepatoma cells exposed to stavudine","2004 Aug 15"
"15289083","conditionally replicating virus as a novel approach toward an hiv vaccine","2004"
"15288963","few modifications of the cobas amplicor hiv monitor 1 5 test allow reliable quantitation of hiv 1 proviral load in peripheral blood mononuclear cells","2004 Sep 15"
"15288915","evaluation of the dutch aids information helpline an investigation of information needs and satisfaction of callers","2004 Aug"
"15288824","immunogenicity and efficacy of childhood vaccines in hiv 1 infected children","2004 Aug"
"15288746","child sexual abuse","2004 Jul 31-Aug 6"
"15288682","nevirapine induced toxic epidermal necrolysis and toxic hepatitis treated successfully with a combination of intravenous immunoglobulins and n acetylcysteine","2004 Jul"
"15288392","hiv 1 gp120 stimulates proinflammatory cytokine mediated pain facilitation via activation of nitric oxide synthase i nnos","2004 Aug"
"15288383","maldaptation of the link between inflammation and bone turnover may be a key determinant of osteoporosis","2004"
"15288307","view on antimicrobial resistance in developing countries and responsible risk factors","2004 Aug"
"15287964","drop in the bucket","2004"
"15287543","oral colonization of candida species in perinatally hiv infected children in northern thailand","2004 Jun"
"15287390","painful neuropathy vasculitis in 2 patients with long standing human immunodeficiency virus 1 infection","2004"
"15287389","severe metabolic acidosis and renal failure in an hiv 1 patient receiving tenofovir","2004"
"15287323","hiv and older adults clinical outcomes in the era of haart","2004 Jul"
"15287296","association between hiv aids and malignancies in a nigerian tertiary institution","2004 Apr-Jun"
"15287232","atazanavir a new protease inhibitor to treat hiv infection","2004 Jul 1"
"15287160","beyond the male condom the evolution of gender specific hiv interventions for women","2003"
"15286877","accidents with biological material among undergraduate nursing students in a public brazilian university","2004 Feb"
"15286824","carrion s disease bartonellosis bacilliformis confirmed by histopathology in the high forest of peru","2004 May-Jun"
"15286782","correlates of immune protection in hiv 1 infection what we know what we don t know what we should know","2004 Aug"
"15286768","urgently needed a filter for the hiv 1 vaccine pipeline","2004 Aug"
"15286758","asian epidemic abstinence top aids meeting agenda","2004 Aug"
"15286729","hiv and siv ctl escape implications for vaccine design","2004 Aug"
"15286711","p53 in cytoplasm may enhance the accuracy of dna synthesis by human immunodeficiency virus type 1 reverse transcriptase","2004 Sep 9"
"15286619","hiv test results in minutes reviewing the prehospital occupational risk of acquiring hiv the availability value of rapid post exposure testing","2004 Jul"
"15286513","changing face of aids","2004 Aug"
"15286366","apobec mediated editing of viral rna","2004 Jul 30"
"15286262","natural history of lipid abnormalities and fat redistribution among human immunodeficiency virus infected children receiving long term protease inhibitor containing highly active antiretroviral therapy regimens","2004 Aug"
"15286240","evaluation and treatment of the human immunodeficiency virus 1 exposed infant","2004 Aug"
"15286213","epidemiology of childhood tuberculosis in the united states 1993 2001 the need for continued vigilance","2004 Aug"
"15285735","global leaders team up for better world health","2004 Sep"
"15285717","apc targeted immunization for the treatment of hiv 1","2004 Aug"
"15285716","therapeutic vaccination against hiv","2004 Aug"
"15285715","evaluating therapeutic vaccines in patients infected with hiv","2004 Aug"
"15285713","immunogen sequence the fourth tier of aids vaccine design","2004 Aug"
"15285711","progress towards the use of listeria monocytogenes as a live bacterial vaccine vector for the delivery of hiv antigens","2004 Aug"
"15285710","call for replicating vector prime protein boost strategies in hiv vaccine design","2004 Aug"
"15285709","alvac hiv vaccines clinical trial experience focusing on progress in vaccine development","2004 Aug"
"15285708","mva as a vector for vaccines against hiv 1","2004 Aug"
"15285707","poxvirus based vaccine candidates for hiv two decades of experience with special emphasis on canarypox vectors","2004 Aug"
"15285705","requirement of diverse t helper responses elicited by hiv vaccines induction of highly targeted humoral and ctl responses","2004 Aug"
"15285703","roles of nonhuman primates in the preclinical evaluation of candidate aids vaccines","2004 Aug"
"15285518","effects of carcass washers on campylobacter contamination in large broiler processing plants","2004 Jul"
"15285455","marital status and risk of hiv infection in south africa","2004 Jul"
"15285444","aids pandemic still time to prepare for the orphan tide","2004 Jul"
"15285437","infant feeding and prevention of mother to child hiv transmission","2004 Jul"
"15285167","decline in aids and death rates in the eurosida study an observational study","2004 Jun 21"
"25175466","sexual behavioral characteristics and the knowledge of hiv aids among men who have sex with men in republic of korea","2004 Aug"
"15284486","adenovirus expressing a bioluminescence reporter gene and cmagi cell assay for the detection of hiv 1","2004 Oct"
"15284148","indian doctor s decision to self test aids vaccine decried as unethical","2004 Jul 31"
"15284143","audit report criticises india s slow progress on aids","2004 Jul 31"
"15284057","graphic canadian cigarette warning labels and adverse outcomes evidence from canadian smokers","2004 Aug"
"15283988","design and development of oral drugs for the prophylaxis and treatment of smallpox infection","2004 Aug"
"15283875","virus subversion of protective immunity","2004 Sep"
"15283609","records the achilles heel of school nursing answers to bothersome questions","2004 Aug"
"15283397","fournier s gangrene case report and review of recent literature","2004 Jan-Feb"
"15283237","molecular epidemiology of cryptococcus neoformans isolates from aids patients of the brazilian city rio de janeiro","2004 Jun"
"15283207","construction of recombinant fowlpox viruses carrying multiple vaccine antigens and immunomodulatory molecules","2004 Jul"
"15283097","cdh study group and advances in the clinical care of the patient with congenital diaphragmatic hernia","2004 Jun"
