"UID","Title","PublicationDate"
"10884858","changing clinical features of hiv 1 infection in the united kingdom","1994 Apr 29"
"8179582","identification of an hiv 1 nef peptide that binds to hla class ii antigens","1994 Apr 29"
"8159153","zidovudine for the prevention of hiv transmission from mother to infant","1994 Apr 29"
"8191193","symptom oriented assessment in aids patients","1994 Apr 26"
"8170992","in vitro evolution of a neutralizing human antibody to human immunodeficiency virus type 1 to enhance affinity and broaden strain cross reactivity","1994 Apr 26"
"8170974","nature of the autoimmune antibody repertoire in human immunodeficiency virus type 1 infection","1994 Apr 26"
"8170948","triterpene derivatives that block entry of human immunodeficiency virus type 1 into cells","1994 Apr 26"
"7909607","cd4 is a critical component of the receptor for human herpesvirus 7 interference with human immunodeficiency virus","1994 Apr 26"
"8016964","hiv antibody positive children in denmark","1994 Apr 25"
"8016963","hiv infection in children","1994 Apr 25"
"8016962","antiviral treatment of hiv infection","1994 Apr 25"
"7908795","direct comparison of the relationship between clinical outcome and change in cd4 lymphocytes in human immunodeficiency virus positive homosexual men and injecting drug users","1994 Apr 25"
"11647974","their treatment their lives their decisions","1994 Apr 24"
"8173433","prison shield from threat or threat to survival","1994 Apr 23"
"8173425","australian doctors fight over hiv testing","1994 Apr 23"
"7909698","survival differences in european patients with aids 1979 89 the aids in europe study group","1994 Apr 23"
"7909087","excess deaths in africa from hiv confirmed and quantified","1994 Apr 23"
"7646597","cd4 lymphocytes and opportunistic infections and neoplasms in patients with human immunodeficiency virus infection","1994 Apr 23"
"8200601","biotechnology vaccines development of new disease prevention research progress of biocine in siena hiv herpes helicobacter","1994 Apr 20"
"8151870","hiv testing ama code of ethics","1994 Apr 20"
"7908705","differential survival of patients with aids according to the 1987 and 1993 cdc case definitions","1994 Apr 20"
"8170434","hepatitis b and dermatology","1994 Apr 18"
"11646306","what if the dentist didn t do it","1994 Apr 16"
"8208028","disseminated infection caused by mycobacterium avium complex and stereotaxic cerebral biopsy diagnosis and treatment in a patient with aids","1994 Apr 16"
"8191267","prevention of viral recurrence following liver transplantation for post hepatitis b and b delta cirrhosis","1994 Apr 16"
"7909009","slower heterosexual spread of hiv 2 than hiv 1","1994 Apr 16"
"8185243","inhibitory cytokines in patients with anemia of chronic disorders","1994 Apr 15"
"8178790","changing patterns of anal cancer incidence in the united states 1940 1989","1994 Apr 15"
"8174106","identification of a common clonal human immunodeficiency virus integration site in human immunodeficiency virus associated lymphomas","1994 Apr 15"
"8162546","short course therapy for tuberculosis in infants and children infectious diseases and immunization committee canadian paediatric society","1994 Apr 15"
"8161785","involvement of the sphingomyelin pathway in autocrine tumor necrosis factor signaling for human immunodeficiency virus production in chronically infected hl 60 cells","1994 Apr 15"
"8144979","chemically selected subclones of the cem cell line demonstrate resistance to hiv 1 infection resulting from a selective loss of nf kappa b dna binding proteins","1994 Apr 15"
"8144977","influence of h 2 class ii antigens on the development of murine aids","1994 Apr 15"
"8144976","immunogenic and antigenic properties of an hiv 1 gp120 derived multiple chain peptide","1994 Apr 15"
"8037223","cdc report recommends eliminating barriers to needle exchange programs key role of pharmacists in programs is envisioned","1994 Apr 15"
"8037221","lending a drug in short supply","1994 Apr 15"
"7913585","managing early human immunodeficiency virus infection agency for health care policy and research","1994 Apr 15"
"7908297","treatment dilemmas in hiv infection","1994 Apr 15"
"7518650","criteria for use of interferon alfa 2a or interferon alfa 2b for selected indications in adults","1994 Apr 15"
"8145833","study confirms azt s lack of prophylactic effect new","1994 Apr 14"
"8199002","guidelines on hiv testing","1994 Apr 13-19"
"8183712","politic thought","1994 Apr 13-19"
"8183704","informing partners of hiv hurts nurse patient relationship","1994 Apr 13-19"
"8183700","few pregnant women opt for hiv tests","1994 Apr 13-19"
"8151850","comparison of long term prognosis of patients with aids treated and not treated with zidovudine aids in europe study group","1994 Apr 13"
"8145957","education of children with human immunodeficiency virus infection guidelines for families health care and education personnel infection and immunisation committee of the new zealand paediatric society","1994 Apr 13"
"7908703","changes in aids survival time in two san francisco cohorts of homosexual men 1983 to 1993","1994 Apr 13"
"7512731","neutralization of divergent human immunodeficiency virus type 1 variants and primary isolates by iam 41 2f5 an anti gp41 human monoclonal antibody","1994 Apr 12"
"8009525","experiences and strategies of aids preventive work in mudzi and mutoko experiences from 2 rural districts in zimbabwe","1994 Apr 10"
"8009515","hiv prevalence in mutoko zimbabwe a study among pregnant women and patients with sexually transmitted diseases","1994 Apr 10"
"8009511","aids in africa can be conquered","1994 Apr 10"
"8072972","detection of hiv antibodies in saliva in a parisian screening center","1994 Apr 9"
"7908382","antibodies in hiv tat in kawasaki disease","1994 Apr 9"
"7908380","hiv infection and people with learning disabilities","1994 Apr 9"
"7908366","injecting drugs and aids","1994 Apr 9"
"7908365","hiv vaccine trials for uganda","1994 Apr 9"
"7908356","concorde mrc anrs randomised double blind controlled trial of immediate and deferred zidovudine in symptom free hiv infection concorde coordinating committee","1994 Apr 9"
"10184062","potential vaccines raise ethical logistical and economic concerns","1994 May-Jun"
"10134387","aids the unwelcome visitor","1994 May"
"10134065","current clinical revolution applications of gene therapy in treatment of disease","1994 May"
"10133864","when the caregiver has hiv early intervention through home care","1994 May"
"12287648","failing the test aids update no 394","1994 Apr 6"
"8183694","no sex please","1994 Apr 6-12"
"8139073","from the centers for disease control and prevention update impact of the expanded aids surveillance case definition for adolescents and adults on case reporting united states 1993","1994 Apr 6"
"8139072","from the centers for disease control and prevention heterosexually acquired aids united states 1993","1994 Apr 6"
"8133534","breast cancer among young u s women in relation to oral contraceptive use","1994 Apr 6"
"8003415","aids focus the second decade in south east asia","1994 Apr 6-12"
"8003408","new drug for exposure to hiv goes on trial","1994 Apr 6-12"
"8007860","needlestick injury in medical students","1994 Apr 4"
"8007859","tuberculosis medical students at risk","1994 Apr 4"
"8011447","plans for sex education attacked","1994 Apr 27-May 3"
"8011435","rifampicin resistance may threaten therapy","1994 Apr 27-May 3"
"8173364","india s aids control programme is unsatisfactory","1994 Apr 2"
"8171305","epidemiology of hiv 1 infection in bern application of molecular methods","1994 Apr 2"
"8152512","imported malaria epidemiological clinical and therapeutic data of 74 patients during 1 year in the academic medical center amsterdam","1994 Apr 2"
"8152509","does latent hiv infection exist","1994 Apr 2"
"8029191","primary prophylaxis against cerebral toxoplasmosis efficacy of folinic acid in the prevention of hematologic toxicity of pyrimethamine","1994 Apr 2"
"7908095","tuberculosis and hiv infection","1994 Apr 2"
"7908094","hiv 1 detection in endocervical swabs and mode of hiv 1 infection","1994 Apr 2"
"21566989","effect of vitamin c infusion treatment on immune disorders an invitation to a trial in aids patients","1994 Apr"
"20058432","parasitic causes of pancreatic and biliary tract disease a growing concern in a highly mobile population","1994 Apr"
"15566760","nested pcr for detection of bk virus and jc virus dna","1994 Apr"
"12318753","title x may get 10 funding increase despite cutbacks for deficit","1994 Apr"
"12318547","assessing the impact of aids on the growth path of the malawian economy","1994 Apr"
"12288399","study of side effects of vaginal microbicide","1994 Apr-Jun"
"9485700","hiv positive dental student","1994 Apr"
"9296765","limits of immunoserologic and molecular diagnosis of hepatitis c","1994 Apr"
"8790496","developing screening in the nhs","1994 Apr"
"8207191","use of infection control guidelines by workers in healthcare facilities to prevent occupational transmission of hbv and hiv results from a national survey","1994 Apr"
"8206481","ceftriaxone in the treatment of chronic donovanosis in central australia","1994 Apr"
"8206475","sexually transmitted diseases in the history of uganda","1994 Apr"
"8206468","contraceptive methods and the transmission of hiv implications for family planning","1994 Apr"
"8205754","the use of intravenous 7s immunoglobulins at high doses in hiv related immunological pathology","1994 Apr"
"8204776","treatment of disseminated disease due to the mycobacterium avium complex in patients with aids","1994 Apr"
"8204774","prophylaxis of mycobacterium avium complex bacteremia in patients with aids","1994 Apr"
"8204773","disease due to the mycobacterium avium complex in patients with aids epidemiology and clinical syndrome","1994 Apr"
"8202277","research shows azt therapy reduces mother child aids transmission","1994 Apr"
"8201893","hiv aids policies and sports the national football league","1994 Apr"
"8200682","contributing factors to fear of hiv contagion in registered nurses","1994 Spring"
"8199530","bc s aids road show evolution of a good idea","1994 Apr"
"8199526","hiv and travel advice concerning immunizations and pre travel evaluation","1994 Apr"
"8197468","scores as decision aids","1994 Apr"
"8197295","association of demographic characteristics knowledge and worry about hiv infection with occupational and nonoccupational behaviors of medical students","1994 Apr"
"8196168","pathogenesis of graves disease","1994 Apr"
"8195444","periodontal diseases in hiv infected patients","1994 Apr"
"8194562","incidence and morbidity of infection by hepatitis c virus in children with acute lymphoblastic leukaemia","1994 Apr"
"8189685","development of experimental model animals for disseminated mycobacterium avium complex infections using immunodeficient mice and rats","1994 Apr"
"8186535","brainstem toxoplasmosis in patients with acquired immunodeficiency syndrome","1994 Apr"
"8185378","bovine colostrum immunoglobulin concentrate for cryptosporidiosis in aids","1994 Apr"
"8178324","duration of time from onset of human immunodeficiency virus type 1 infectiousness to development of detectable antibody the hiv seroconversion study group","1994 Apr"
"8175336","aids related kaposi s sarcoma a review","1994 Apr"
"8170709","behavioral risk factors","1994 Apr"
"8170009","prevalence of human immunodeficiency virus hiv antibodies in tuberculosis patients in lagos nigeria","1994 Apr"
"8166971","fine needle detection of cytomegalovirus parotitis in a patient with acquired immunodeficiency syndrome","1994 Apr"
"8165517","primary cerebral lymphoma a retrospective study of 27 cases","1994 Apr"
"8165417","latest cdc stats hint at nurses vulnerability to hiv","1994 Apr"
"8163673","antibodies to opacity proteins opa correlate with a reduced risk of gonococcal salpingitis","1994 Apr"
"8160767","in situ detection of polymerase chain reaction amplified hiv 1 nucleic acids and tumor necrosis factor alpha rna in the central nervous system","1994 Apr"
"8160649","mycobacterial spindle cell pseudotumor of the spleen","1994 Apr"
"8156539","treatment of acquired immunodeficiency syndrome aids related cancer","1994 Apr"
"8154877","zidovudine induced mitochondrial myopathy is associated with muscle carnitine deficiency and lipid storage","1994 Apr"
"8154581","promoting condom availability in schools","1994 Apr"
"8153787","disseminated cryptococcal disease complicating steroid therapy for pneumocystis carinii pneumonia in a patient with aids","1994 Apr"
"8153778","outbreaks of syphilis in rural texas towns 1991 1992","1994 Apr"
"8153765","dilemmas in the prophylaxis of pneumocystis carinii pneumonia","1994 Apr"
"8152663","how to share unit equipment safely","1994 Apr"
"8152439","specificity of antipeptide antibodies produced against v2 and v3 regions of the external envelope of human immunodeficiency virus type 2","1994 Apr"
"8152314","comparative analysis of the t cell receptor v beta repertoire in various lymphoid tissues from hiv infected patients evidence for an hiv associated superantigen","1994 Apr"
"8152288","different effects of breast cancer hiv 1 infection and chemotherapy on inducible natural immunity","1994 Apr"
"8151394","myocardial perfusion imaging with technetium 99m sestamibi comparative analysis of available imaging protocols","1994 Apr"
"8151301","correlation between high level gp160 expression and reduced cd4 biosynthesis in clonal derivatives of human immunodeficiency virus type 1 infected u 937 cells","1994 Apr"
"8150014","diagnosis of toxoplasmosis using igg avidity","1994 Apr"
"8149967","fungal metabolite which inhibits the interaction of cd4 with major histocompatibility complex encoded class ii molecules","1994 Apr"
"8149955","engagement of the cd4 receptor inhibits the interleukin 2 dependent proliferation of human t cells transformed by herpesvirus saimiri","1994 Apr"
"8149667","increased levels of interferon gamma ifn gamma il 4 and transforming growth factor beta tgf beta mrna expressing blood mononuclear cells in human hiv infection","1994 Apr"
"8149665","failure in antigen responses by t cells from patients with common variable immunodeficiency cvid","1994 Apr"
"8148105","ethical considerations in the management of individuals with severe neuromuscular disorders","1994 Apr"
"8147937","determination of the blood lactate pyruvate ratio as a noninvasive test for the diagnosis of zidovudine myopathy","1994 Apr"
"8147484","position statement on hiv infection and psychiatric hospitalization of children and adolescents","1994 Apr"
"8147357","predominantly gastrointestinal symptoms and signs in 11 consecutive aids patients with gastrointestinal lymphoma a multicenter multiyear study including 763 hiv seropositive patients","1994 Apr"
"8145026","hiv 1 envelope protein gp120 affects phenotype and function of monocytes in vitro","1994 Apr"
"8145001","identification of a 68 kd surface antigen of mycobacterium avium that binds to human macrophages","1994 Apr"
"8142666","pneumonia and pneumococcal immunization in human immunodeficiency virus seropositive hemophiliacs","1994 Apr 1"
"8140417","chemists get a taste of life at gathering in san diego","1994 Apr 1"
"8140414","model programs take aim at hiv rates in indonesia","1994 Apr 1"
"8139054","variability of the env gene in cynomolgus macaques persistently infected with human immunodeficiency virus type 2 strain ben","1994 Apr"
"8139046","bel1 protein of human foamy virus contains one positive and two negative control regions which regulate a distinct activation domain of 30 amino acids","1994 Apr"
"8139042","spontaneous substitutions in the vicinity of the v3 analog affect cell tropism and pathogenicity of simian immunodeficiency virus","1994 Apr"
"8139032","evidence for a functional interaction between the v1 v2 and c4 domains of human immunodeficiency virus type 1 envelope glycoprotein gp120","1994 Apr"
"8139022","immunopathogenic events in acute infection of rhesus monkeys with simian immunodeficiency virus of macaques","1994 Apr"
"8139011","differential activities of the human immunodeficiency virus type 1 encoded vpu protein are regulated by phosphorylation and occur in different cellular compartments","1994 Apr"
"8139010","functional role of the v1 v2 region of human immunodeficiency virus type 1 envelope glycoprotein gp120 in infection of primary macrophages and soluble cd4 neutralization","1994 Apr"
"8139008","identification of three feline immunodeficiency virus fiv env gene subtypes and comparison of the fiv and human immunodeficiency virus type 1 evolutionary patterns","1994 Apr"
"8139000","genetic analysis of human immunodeficiency virus type 1 and 2 hiv 1 and hiv 2 mixed infections in india reveals a recent spread of hiv 1 and hiv 2 from a single ancestor for each of these viruses","1994 Apr"
"8137561","phenotypic study of cd8 lymphocyte subsets in infants using three color flow cytometry","1994 Apr"
"8137556","development of the immune system importance in the ascertainment of immunophenotypic changes in perinatal hiv infection","1994 Apr"
"8134219","alteration in the proportion of cd4 t lymphocytes in a subgroup of human immunodeficiency virus exposed uninfected children","1994 Apr"
"8134078","does cesarean delivery prevent cerebral palsy or other neurologic problems of childhood","1994 Apr"
"8133453","reporting hiv infections","1994 Apr"
"8133452","prophylactic zalcitabine and interferon alpha for a large bore needlestick exposure to human immunodeficiency virus","1994 Apr"
"8133450","relationship of 1988 state hiv testing policies to previous and planned voluntary use of hiv testing","1994 Apr"
"8133449","population based study of hiv 1 infection in 4 086 subjects in northwest tanzania","1994 Apr"
"8133447","detection of rectal antibodies to hiv 1 by a sensitive chemiluminescent western blot immunodetection method","1994 Apr"
"8133106","association of rotavirus and human immunodeficiency virus infection in children hospitalized with acute diarrhea lusaka zambia","1994 Apr"
"8133085","serum p24 antigen level as an intermediate end point in clinical trials of zidovudine in people infected with human immunodeficiency virus type 1 aids clinical trials group virology laboratories","1994 Apr"
"8128630","cytotoxic t lymphocytes directed against maids associated tumors and cells from mice infected by the lp bm5 maids defective retrovirus","1994 Apr"
"8090586","limited needle biopsy autopsy and the acquired immunodeficiency syndrome","1994 Apr"
"8087201","hiv infection and rheumatic disease","1994 Apr"
"8082965","risk factors associated with prevalent hiv 1 infection among pregnant women in rwanda national university of rwanda johns hopkins university aids research team","1994 Apr"
"8079629","retinochoroiditis in the acquired immune deficiency syndrome findings in consecutive post mortem examinations","1994 Apr"
"8075032","incidence clinicopathological features and outcome of primary central nervous system lymphomas population based data from a danish lymphoma registry danish lymphoma study group lyfo","1994 Apr"
"8073154","the evaluation of the effect of formol and sodium hypochlorite on the demonstration of cryptosporidium oocysts in feces by heine s method","1994 Apr-Jun"
"8072669","microglial involvement in the acquired immunodeficiency syndrome aids","1994 Apr"
"8071101","mutation of the alpha 2 domain disulfide bridge of the class i molecule hla a 0201 effect on maturation and peptide presentation","1994 Apr"
"8070847","modulation of antigen presenting capacity of human monocytes by hiv 1 gp120 molecule fragments","1994 Apr"
"8070445","efficacy and safety of fluconazole in the treatment of systemic fungal infections in pediatric patients multicentre study group","1994 Apr"
"8070444","fluconazole treatment of children with severe fungal infections not treatable with conventional agents","1994 Apr"
"8070443","fluconazole versus ketoconazole in the treatment of oropharyngeal candidiasis in hiv infected children multicentre study group","1994 Apr"
"8070442","treatment of oropharyngeal candidiasis in hiv infected children with oral fluconazole multicentre study group corrected","1994 Apr"
"8068417","normal immune function and inability to isolate virus in culture in an individual with long term human immunodeficiency virus type 1 infection","1994 Apr"
"8068416","epitope mapping and topology of baculovirus expressed hiv 1 gp160 determined with a panel of murine monoclonal antibodies","1994 Apr"
"8068415","mucosal infection of neonatal rhesus monkeys with cell free siv","1994 Apr"
"8068412","safety issues facing development of a live attenuated multiply deleted hiv 1 vaccine","1994 Apr"
"8068409","transmission and pathogenesis of human immunodeficiency virus type 1","1994 Apr"
"8065278","cd4 engagement by hiv 1 in tf 1 hematopoietic progenitor cells increases protein kinase c activity and reduces intracellular ca2 levels","1994 Apr"
"8065272","histoplasmin sensitivity among a student population in crema po valley italy","1994 Apr"
"8062768","female mortality in reproductive ages in dar es salaam tanzania","1994 Apr"
"8060010","sterilization of dental instruments and devices an update","1994 Apr"
"8060008","application of cost effectiveness methodology to the consideration of needlestick prevention technology","1994 Apr"
"8058710","in situ detection of polymerase chain reaction amplified hiv 1 nucleic acids in skeletal muscle in patients with myopathy","1994 Apr"
"8058699","pathogenesis of human strongyloidiasis autopsy and quantitative parasitological analysis","1994 Apr"
"8056699","plasma pentamidine concentrations vary between individuals with pneumocystis carinii pneumonia and the drug is actively secreted by the kidney","1994 Apr"
"8055738","crisp b r barber j g ross m w wodak a gold j and miller m e 1993 injecting drug users and hiv aids risk behaviours and risk perception drug and alcohol dependence 33 73 80","1994 Apr"
"8055469","nocardia species host parasite relationships","1994 Apr"
"8054055","will education prevent human immunodeficiency virus infection","1994 Apr"
"8051223","enhanced chemiluminescence as a means of increasing the sensitivity of western blot assays for hiv antibody","1994 Apr"
"8046433","detection of hiv 1 sequences in children using radioactive and colorimetric polymerase chain reactions","1994 Apr"
"8046424","meningoradiculoneuritis due to acyclovir resistant varicella zoster virus in an acquired immune deficiency syndrome patient","1994 Apr"
"8045675","influence of interleukin 3 il 3 on the hematopoietic toxicity associated with combination anti viral drugs zidovudine and ddi in vitro using retrovirus infected bone marrow cells","1994 Apr"
"8044286","determination of l 2 oxothiazolidine 4 carboxylic acid procysteine in human plasma by high performance liquid chromatography","1994 Apr 1"
"8042280","temporal study of rnas produced in maedi visna virus infection of choroid plexus cells","1994 Apr"
"8042061","meta analysis of condom effectiveness in reducing sexually transmitted hiv","1994 Apr"
"8040900","three open label studies of oral interferon alpha in the treatment of hiv disease","1994 Apr"
"8038480","medicaid policies for hiv related drug therapies perspectives of the state affiliates of the american pharmaceutical association","1994 Apr"
"8038324","progressive immunodeficiency due to infection with human immunodeficiency virus does not lead to waning immunity to measles in a cohort of homosexual men","1994 Apr"
"8038322","adverse reactions to dapsone in persons infected with human immunodeficiency virus","1994 Apr"
"8038318","infectious complications of tattoos","1994 Apr"
"8038312","successful treatment of progressive mucocutaneous infection due to acyclovir and foscarnet resistant herpes simplex virus with s 1 3 hydroxy 2 phosphonylmethoxypropyl cytosine hpmpc","1994 Apr"
"8038311","temporal association between implementation of universal precautions and a sustained progressive decrease in percutaneous exposures to blood","1994 Apr"
"8037851","association between tuberculosis and human immunodeficiency virus infection in argentina","1994 Apr"
"8036039","cytomegalovirus infection and disease in the immunocompromised host","1994 Apr"
"8035576","1993 sexually transmitted diseases treatment guidelines centers for disease control and prevention","1994 Apr"
"8034519","thoracoscopic treatment of recurrent pneumothorax","1994 Apr"
"8034385","radioimmunoassay of hair for determination of cocaine heroin and marijuana exposure comparison with self report","1994 Apr"
"8034383","reducing hiv risk behavior among injection drug users effect of methadone maintenance treatment on number of sex partners","1994 Apr"
"8032060","tuberculosis preventive therapy in hiv infected individuals a joint statement of the international union against tuberculosis and lung disease iuatld and the global programme on aids and the tuberculosis programme of the world health organization who","1994 Apr"
"8032042","evolution of tuberculosis infection among schoolchildren in barcelona and the hiv epidemic","1994 Apr"
"8031462","prevention of mai infections in aids with ansatipine experience at a hospital from an interview with dr jean luc meynard","1994 Apr"
"8031460","ansatipine only preventive treatment available for opportunistic mai infections in aids from an interview with dr agnes mignon","1994 Apr"
"8031459","a new prophylactic agent in aids ansatipine disseminated mycobacterium avium complex infection is now the most frequent of the opportunistic bacterial infections in aids","1994 Apr"
"8027594","sexually transmitted disease infection in hiv carriers","1994 Apr"
"8027327","fluconazole resistant recurrent oral candidiasis in human immunodeficiency virus positive patients persistence of candida albicans strains with the same genotype","1994 Apr"
"8026288","hyperosmolar nonketotic diabetic syndrome following treatment of human immunodeficiency virus infection with didanosine","1994 Apr"
"8026226","detection of intracellular hiv in lymphocytes by flow cytometry","1994 Apr 1"
"8025785","neutrophilia in the bronchoalveolar lavage of patients with aids and pneumocystis carinii pneumonia reflections on its prognostic value in the spanish setting","1994 Apr"
"8025642","infection control in nsw hiv case","1994 Apr"
"8025490","1993 okey memorial lecture cross national studies of aids among injecting drug users","1994 Apr"
"8023753","prognostic indicators in adult cerebral malaria a study in burundi an area of high prevalence of hiv infection","1994 Apr"
"8023558","hiv immunotherapy","1994 Apr"
"8021895","predictors of hiv status among injecting drug users and health promotion","1994 Apr"
"8018443","psychoeducational group approach hiv risk reduction in drug users","1994 Apr"
"8018442","hiv aids education and prevention for asian and pacific islander communities toward the development of general guidelines","1994 Apr"
"8018441","attitudes toward people with aids and implications for school based youth aids education","1994 Apr"
"8018440","aids knowledge and sexual behavior among mexican gay and bisexual men","1994 Apr"
"8018439","aids prevention struggles in ethnocultural neighborhoods why research partnerships with community based organizations can t wait","1994 Apr"
"8018438","outcome of psychoeducation for hiv risk reduction","1994 Apr"
"8018062","hiv infection and the dentist 2 the diagnosis and management of gingivitis and periodontitis","1994 Apr"
"8018061","hiv infection and the dentist 1 the presence of hiv in saliva and its implications to dental practice","1994 Apr"
"8015797","oral manifestations associated with hiv related disease as markers for immune suppression and aids","1994 Apr"
"8015795","prophylactic application of an intra alveolar socket medicament to reduce postextraction complications in hiv seropositive patients","1994 Apr"
"8013224","social networks and daily activities of street youth in belo horizonte brazil street youth study group","1994 Apr"
"8013172","expanding the pediatrician s role in hiv prevention for adolescents","1994 Apr"
"8011268","incidence and prophylaxis of non tuberculous mycobacteriosis in hiv infected patients","1994 Apr"
"8011263","insulin dependent diabetes in aids","1994 Apr"
"8011261","high rate of hiv seroconversion among patients attending urban sexually transmitted disease clinics","1994 Apr"
"8011260","modeling the impact and cost effectiveness of hiv prevention efforts","1994 Apr"
"8011259","hiv 1 infection among lower class commercial sex workers in chiang mai thailand","1994 Apr"
"8011258","was the 1988 hiv epidemic among bangkok s injecting drug users a common source outbreak","1994 Apr"
"8011257","edinburgh drug users are they injecting and sharing less","1994 Apr"
"8011256","pattern of diagnosed hiv infection in australia 1984 1992","1994 Apr"
"8011252","zidovudine therapy and hiv encephalitis a 10 year neuropathological survey","1994 Apr"
"8011251","toxoplasma gondii infection in advanced hiv infection","1994 Apr"
"8011250","purified protein derivative tuberculin and delayed type hypersensitivity skin testing in migrant farm workers at risk for tuberculosis and hiv coinfection","1994 Apr"
"8011249","cytomegalovirus colitis in hiv 1 infected patients a prospective research in 55 patients","1994 Apr"
"8011247","lack of evidence for a superantigen in lymphocytes from hiv discordant monozygotic twins","1994 Apr"
"8011246","lymphocyte activation in hiv 1 infection ii functional defects of cd28 t cells","1994 Apr"
"8011245","enhancement of hiv 1 replication in peripheral blood mononuclear cells by cryptococcus neoformans is monocyte dependent but tumour necrosis factor independent","1994 Apr"
"8011244","peptide serology for analysis of the inter and intra individual variation in the hiv 1 v3 domain","1994 Apr"
"8011028","hiv associated parotid cysts","1994 Apr"
"8008390","q a supplements new state hiv guidelines","1994 Apr"
"8008389","ama releases hiv smoking guidelines","1994 Apr"
"8008080","screening for human immunodeficiency virus in physicians who should we test and what will it cost","1994 Apr"
"8007576","k sparing diuretic actions of trimethoprim inhibition of na channels in a6 distal nephron cells","1994 Apr"
"8005323","ahcpr announces two new guidelines clinical practice guidelines on the evaluation and management of early hiv infection","1994 Apr"
"8005268","successful treatment of aids related pulmonary kaposi s sarcoma with liposomal daunorubicin","1994 Apr"
"8003859","risk of varicella zoster infections in different patient populations a critical review","1994 Apr"
"8000780","nursing leaders speak out on hiv second decade of the pandemic","1994 Apr-Jun"
"7974040","national hiv surveillance south africa 1990 1992","1994 Apr"
"7974038","is the 1993 4 aids programme budget adequate","1994 Apr"
"7939296","a new opportunistic infection microsporidiosis","1994 Apr 1"
"7936754","brief analytical review of additional possible mechanisms in the pathogenesis of aids","1994 Apr"
"7931866","retention of patients who entered methadone maintenance via an interim methadone clinic","1994 Apr-Jun"
"7931865","effectiveness of streamlined admissions to methadone treatment a simplified time series analysis","1994 Apr-Jun"
"7931858","cocaine abuse in methadone maintenance programs integrating pharmacotherapy with psychosocial interventions","1994 Apr-Jun"
"7927564","comparison of the indirect immunofluorescence assay with western blot for the detection of hiv antibody","1994 Apr"
"7927510","chlamydia trachomatis and hiv infection","1994 Apr"
"7925741","efficacy of interventions in drug addiction","1994 Apr"
"7920523","estimation of benefits and risks of the treatment of rheumatoid polyarthritis with glucocorticoids using the health related quality of life measurements","1994 Apr"
"7920333","hematologic manifestations of infection with the human immunodeficiency virus","1994 Apr-Jun"
"7915124","phase ii study of effect of addition of trichosanthin to zidovudine in patients with hiv disease and failing antiretroviral agents","1994 Apr"
"7915123","appraisal of potential therapeutic index of antioxidants on the basis of their in vitro effects on hiv replication in monocytes and interleukin 2 induced lymphocyte proliferation","1994 Apr"
"7915122","impaired parathyroid hormone release in human immunodeficiency virus infection","1994 Apr"
"7914768","follow up investigation of indeterminate western blot results for antibody to human immunodeficiency virus type 1","1994 Apr"
"7913502","improvement in cd4 lymphocyte count in hiv reiter s syndrome after treatment with sulfasalazine","1994 Apr"
"7913251","gene therapy for infectious diseases the aids model","1994 Apr"
"7912840","cutaneous hyperpigmentation in an hiv patient","1994 Apr"
"7912545","differential cd4 dependent regulation of naive and memory cd4 t cell adhesion is not related to differences in expression and function of cd4 and p56lck","1994 Apr"
"7911022","cd26 a surface protease involved in t cell activation","1994 Apr"
"7910797","naive and memory t cells in hiv infected children","1994 Apr"
"7909525","effect of glutathione depletion and oral n acetyl cysteine treatment on cd4 and cd8 cells","1994 Apr 1"
"7908324","impaired interleukin 12 production in human immunodeficiency virus infected patients","1994 Apr 1"
"7908234","immune status of human immunodeficiency virus seropositive and seronegative hemophiliacs infused for 3 5 years with recombinant factor viii the kogenate study group","1994 Apr 1"
"7907778","immunohistochemical characterization of endometrial lymphoid cell populations in women infected with human immunodeficiency virus","1994 Apr"
"7907777","maternal human immunodeficiency virus 1 infection and pregnancy outcome","1994 Apr"
"7907663","circulating hiv 1 infected cell burden from seroconversion to aids importance of postseroconversion viral load on disease course","1994 Apr"
"7907661","diurnal and short term stability of hiv virus load as measured by gene amplification","1994 Apr"
"7907644","simple and reliable method to detect cell membrane proteins on infectious human immunodeficiency virus type 1 particles","1994 Apr"
"7907643","provirus copy number to predict disease progression in asymptomatic human immunodeficiency virus type 1 infection","1994 Apr"
"7907642","salmonella typhimurium induces expression of p glycoprotein multidrug resistance 1 gene product in a promonocytic cell line chronically infected with human immunodeficiency virus type 1","1994 Apr"
"7907641","soluble receptors for tumor necrosis factor as predictors of progression to aids in asymptomatic human immunodeficiency virus type 1 infection","1994 Apr"
"7886316","non hodgkin s lymphoma treatment of large cell lymphomas","1994 Apr"
"7863815","apoptosis in hiv infection protective role of il 2","1994 Apr-Jun"
"7863812","serum il 10 levels in hiv positive subjects correlation with cdc stages","1994 Apr-Jun"
"7860552","aids prevention always when there is no cure","1994 Apr"
"7844496","management of hiv infected pregnant women in chonburi hospital","1994 Apr"
"7842474","human immunodeficiency virus protein gp120 interferes with beta adrenergic receptor mediated protein phosphorylation in cultured rat cortical astrocytes","1994 Apr"
"7835992","enteropathogens associated with acute diarrhoeal diseases","1994 Apr-Jun"
"7813694","htlv i and htlv ii infections among hiv 1 seropositive patients in sao paulo brazil","1994 Apr"
"7813690","knowledge attitudes and beliefs of european injecting drug users concerning preventive measures for hiv","1994 Apr"
