"UID","Title","PublicationDate"
"19776326","decision making impairment in a patient with new concomitant diagnoses of parkinson s disease and hiv","2009 Summer"
"19776241","hla c is necessary for optimal human immunodeficiency virus type 1 infection of human peripheral blood cd4 lymphocytes","2010 Jan"
"19776200","glycoprotein 96 mediated presentation of human immunodeficiency virus type 1 hiv 1 specific human leukocyte antigen class i restricted peptide and humoral immune responses to hiv 1 p24","2009 Nov"
"19776151","cervical lymphadenitis caused by cryptococcus related immune reconstitutional inflammatory syndrome","2010 Jul"
"19776131","structure function analysis of human immunodeficiency virus type 1 gp120 amino acid mutations associated with resistance to the ccr5 coreceptor antagonist vicriviroc","2009 Dec"
"19776130","functional analysis and structural modeling of human apobec3g reveal the role of evolutionarily conserved elements in the inhibition of human immunodeficiency virus type 1 infection and alu transposition","2009 Dec"
"19776079","inability to access addiction treatment and risk of hiv infection among injection drug users recruited from a supervised injection facility","2010 Sep"
"19776037","once daily treatment with saquinavir mesylate 2000 mg and ritonavir 100 mg together with a fixed dose combination of abacavir lamivudine 600 300 mg or tenofovir emtricitabine 245 200 mg in hiv 1 infected patients","2009 Dec"
"19776036","dried blood spots can expand access to virological monitoring of hiv treatment in resource limited settings","2009 Dec"
"19776001","treatment of anal carcinoma in immune compromised patients","2009 Sep"
"19775575","budget impact of a set dose combination of efavirenz emtricitabine tenofovir in the treatment of patients infected with hiv 1","2009 Sep-Oct"
"19775470","prevalence of hiv associated ophthalmic disease among patients enrolling for antiretroviral treatment in india a cross sectional study","2009 Sep 23"
"19774801","oral manifestations among people living with hiv aids in tanzania","2009 Aug"
"19740336","impact of human immunodeficiency virus 1 infection and inflammation on the composition and yield of cervical mononuclear cells in the female genital tract","2009 Sep"
"19774706","concerns grow over cambodia s aids colony","2009 Sep 19"
"19774694","clinical and virological survey of patients with hepatitis b surface antigen in an italian region clinical considerations and disease burden","2009 Nov"
"19774685","emergence and diversity of different hiv 1 subtypes in south africa 2000 2001","2009 Nov"
"19774679","improved detection of jc virus in aids patients with progressive multifocal leukoencephalopathy by t antigen specific fluorescence resonance energy transfer hybridization probe real time pcr evidence of diverse jc virus genotypes associated with progressive multifocal leukoencephalopathy in southern africa","2009 Nov"
"19774579","dna templated homo and heterodimerization of peptide nucleic acid encoded oligosaccharides that mimick the carbohydrate epitope of hiv","2009"
"19774206","safety and efficacy of pegylated liposomal doxorubicin in hiv associated kaposi s sarcoma","2009"
"19773682","pre treatment syphilis titers distribution and evaluation of their use to distinguish early from late latent syphilis and to prioritize contact investigations","2009 Dec"
"19773664","interobserver concordance in the assessment of liver fibrosis in hiv hcv coinfected patients using transient elastometry","2010 Jul"
"19773635","gb virus type c infection modulates t cell activation independently of hiv 1 viral load","2009 Nov 13"
"19773633","kupffer cells are depleted with hiv immunodeficiency and partially recovered with antiretroviral immune reconstitution","2009 Nov 27"
"19773632","disease progression in hiv 1 infected patients heterozygous for the sickle hemoglobin gene","2009 Nov 13"
"19773456","hiv epidemics among men who have sex with men in central and eastern europe","2009 Sep"
"19773294","platelet factor 4 cxcl4 facilitates human macrophage infection with hiv 1 and potentiates virus replication","2009 Dec"
"19773134","mycobacterium bovis at the animal human interface a problem or not","2010 Jan 27"
"19772768","review of the occurrence of hemoplasmas hemotrophic mycoplasmas in brazil","2009 Jul-Sep"
"19772596","haart cell phone adherence trial weltel kenya1 a randomized controlled trial protocol","2009 Sep 22"
"19772573","incorporating multiple interventions in meta analysis an evaluation of the mixed treatment comparison with the adjusted indirect comparison","2009 Sep 21"
"19772550","epidemiology and prevention of human papillomavirus and cervical cancer in sub saharan africa a comprehensive review","2009 Oct"
"19772387","natural history of compensated hepatitis c virus related cirrhosis in hiv infected patients","2009 Oct 15"
"19771519","differential modulation of mitochondrial oxphos system during hiv 1 induced t cell apoptosis up regulation of complex iv subunit cox ii and its possible implications","2010 Jan"
"19771504","using electronic drug monitor feedback to improve adherence to antiretroviral therapy among hiv positive patients in china","2010 Jun"
"19771176","impact of antiretroviral therapy in a cohort of hiv infected patients going in and out of the san francisco county jail","2009 Sep 22"
"19771168","need for timely paediatric hiv treatment within primary health care in rural south africa","2009 Sep 22"
"19771133","saliva as a diagnostic medium","2009 Jun"
"19770804","meta analysis of the incidence of non aids cancers in hiv infected individuals","2009 Dec"
"19770698","early mortality and cause of deaths in patients using haart in brazil and the united states","2009 Oct 23"
"19770697","interleukin 10 responses to therapeutic vaccination during highly active antiretroviral therapy and after analytical therapy interruption","2009 Oct 23"
"19770696","hiv associated pulmonary arterial hypertension survival and prognostic factors in the modern therapeutic era","2010 Jan 2"
"19770694","effect of hiv infection on adult meningitis in indonesia a prospective cohort study","2009 Nov 13"
"19770693","evolution and molecular epidemiology of subtype c hiv 1 in zimbabwe","2009 Nov 27"
"19770692","prevalence of cross reactive hiv 1 neutralizing activity in hiv 1 infected patients with rapid or slow disease progression","2009 Nov 27"
"19770624","short term ezetimibe is well tolerated and effective in combination with statin therapy to treat elevated ldl cholesterol in hiv infected patients","2009 Oct 23"
"19770623","foreskin surface area and hiv acquisition in rakai uganda size matters","2009 Oct 23"
"19770622","tuberculosis among people with hiv infection in the united kingdom opportunities for prevention","2009 Nov 27"
"19770621","effect of combined antiretroviral therapy on the overall mortality of hiv infected individuals","2010 Jan 2"
"19769961","toll like receptor and chemokine receptor expression in hiv infected t lymphocyte subsets","2010 Feb"
"19769834","skin and soft tissue abscess 1 year s experience","2009 Sep-Oct"
"19769086","preliminary first steps are encouraging gene therapy against hiv interview by waldtraud paukstadt","2009 Apr 30"
"19769085","how hiv treatment can be simplified once daily as starter therapy is effective","2009 Apr 30"
"19769084","current data on antiretroviral therapy croi 2009 tenofovir dr convinces by high effectiveness and tolerance","2009 Apr 30"
"19769076","therapy of hiv hbv coinfection","2009 Apr 30"
"19769074","treatment of facial lipatrophy","2009 Apr 30"
"19769073","haart influences the lipids","2009 Apr 30"
"19769070","epidemiology of the hiv infection","2009 Apr 30"
"19769069","how to talk about hiv infection","2009 Apr 30"
"19768553","cns inflammation and macrophage microglial biology associated with hiv 1 infection","2009 Dec"
"19768243","dietary intake and dyslipidemia arising from combination antiretroviral therapy for hiv infection a systematic review","2009 Jul"
"19768195","howard university hospital experience with routineized hiv screening a progress report","2009"
"19767712","periodontal disease and oral hygiene benefits in hiv seropositive and aids patients","2010 Mar 1"
"19767658","assisted reproductive technologies to establish pregnancies in couples with an hiv 1 infected man","2009 Sep"
"19767379","significant publications on infectious diseases pharmacotherapy in 2008","2009 Oct 1"
"19767318","efavirenz a decade of clinical experience in the treatment of hiv","2009 Nov"
"19767130","antifungal combination therapy in invasive fungal infections","2010 Jan"
"19767078","efficacy of human c1 esterase inhibitor concentrate compared with placebo in acute hereditary angioedema attacks","2009 Oct"
"19766928","truths and myths that influence the sexual decision making process among young multiethnic college women","2009 Oct"
"19766208","maternal and perinatal outcomes of visceral leishmaniasis kala azar treated with sodium stibogluconate in eastern sudan","2009 Dec"
"19766153","hiv 1 derived peptides fused to hbsag affect its immunogenicity","2009 Dec"
"19766126","effect of intrinsic stochasticity on transmitted hiv drug resistance patterns","2010 Jan 7"
"19766083","regulatory t cells reinforce intestinal homeostasis","2009 Sep 18"
"19765997","bacteriophages as model organisms for virus emergence research","2009 Oct"
"19765935","visual dna microarrays for simultaneous detection of human immunodeficiency virus type 1 and treponema pallidum coupled with multiplex asymmetric polymerase chain reaction","2009 Dec"
"19765879","degrees of disclosure a study of women s covert use of the diaphragm in an hiv prevention trial in sub saharan africa","2009 Nov"
"19765788","performance of a prototype malaria rapid diagnostic test versus thick film microscopy among hiv positive subjects in rural rakai uganda","2010 Mar"
"19765517","filling a gap in transfusion medicine education and research","2009 Oct"
"19765313","perinatal acquisition of drug resistant hiv 1 infection mechanisms and long term outcome","2009 Sep 19"
"19765310","intestinal parasitic infections in relation to hiv aids status diarrhea and cd4 t cell count","2009 Sep 18"
"19765291","tuberculosis recurrence in smear positive patients cured under dots in southern ethiopia retrospective cohort study","2009 Sep 18"
"19765271","brazilian network for hiv drug resistance surveillance a survey of individuals recently diagnosed with hiv","2009 Sep 18"
"19764885","molecular epidemiology of mycobacterium tuberculosis in a south african community with high hiv prevalence","2009 Oct 15"
"19764661","prevalence of hiv seropositivity in patients with lymphoid malignancies in a tertiary centre in southern nigeria","2009 Jun"
"19764656","prevalence of human immunodeficiency virus in ophthalmic surgical patients","2009 Jun"
"19763976","chemokine receptor signaling and hiv infection","2009"
"19763967","chemokine receptor dimerization and chemotaxis","2009"
"19763813","comparing couples and individual voluntary counseling and testing for hiv at antenatal clinics in tanzania a randomized trial","2010 Jun"
"19763812","risk behaviors and psychosocial stressors in the new york city house ball community a comparison of men and transgender women who have sex with men","2010 Apr"
"19763811","factors associated with parent child communication about hiv aids in the united states and kenya a cross cultural comparison","2010 Oct"
"19763810","psychosocial characteristics and sexual behaviors of people in care for hiv infection an examination of men who have sex with men heterosexual men and women","2009 Dec"
"19763273","cat and mouse of hiv 1 antibody escape","2009 Sep"
"19763271","limited neutralizing antibody specificities drive neutralization escape in early hiv 1 subtype c infection","2009 Sep"
"19763269","escape from autologous neutralizing antibodies in acute early subtype c hiv 1 infection requires multiple pathways","2009 Sep"
"19763181","early steps of hiv 1 fusion define the sensitivity to inhibitory peptides that block 6 helix bundle formation","2009 Sep"
"19762962","comparison of a dna based pcr method with conventional methods for the detection of m tuberculosis in jos nigeria","2009 Jul 1"
"19762785","acipimox an inhibitor of lipolysis attenuates atherogenesis in ldlr null mice treated with hiv protease inhibitor ritonavir","2009 Dec"
"19762676","efficacy of hiv sti behavioral interventions for african american females in the united states a meta analysis","2009 Nov"
"19762674","risk assessment and screening for sexually transmitted infections hiv and hepatitis virus among long distance truck drivers in new mexico 2004 2006","2009 Nov"
"19762673","social environmental factors and protective sexual behavior among sex workers the encontros intervention in brazil","2010 Apr 1"
"19762670","std prevalence risky sexual behaviors and sex with women in a national sample of chinese men who have sex with men","2009 Nov"
"19762666","enhancing cultural and contextual intervention strategies to reduce hiv aids among african americans","2009 Nov"
"19762662","pregnancy as a window of opportunity for hiv prevention effects of an hiv intervention delivered within prenatal care","2009 Nov"
"19762650","simplifying consent increases hiv testing and new case detection the san francisco experience","2009 Nov"
"19762505","reduced intensity conditioning allogeneic stem cell transplantation in hiv patients with hematologic malignancies yes we can","2009 Sep 17"
"19762250","awake video assisted pleural decortication for empyema thoracis","2010 Mar"
"19762032","development and validation of a normal phase high performance thin layer chromatographic method for the analysis of sulfamethoxazole and trimethoprim in co trimoxazole tablets","2009 Oct 16"
"19761705","relationship between chinese construction workers hiv aids related knowledge attitudes and behaviour a structural equation model","2009 Jul-Aug"
"19761622","characterizing trends in hiv infection among men who have sex with men in australia by birth cohorts results from a modified back projection method","2009 Sep 18"
"19761402","differential inhibition of homotrimeric dutpases by the 3 azido derivative of dideoxy utp","2010 Feb"
"19761079","living on the extreme margin social exclusion of the transgender population hijra in bangladesh","2009 Aug"
"19761017","constraints in nurses use of hiv protective barriers in the care of plwha in the university college hospital ibadan nigeria","2009"
"19760051","validation of the edinburgh postnatal depression scale among women in a high hiv prevalence area in urban zimbabwe","2010 Jun"
"19760050","risk behaviors for hcv and hiv seroprevalence among female crack users in porto alegre brazil","2010 Jun"
"19760048","depression in women living with hiv clinical and psychosocial correlates","2010 Jun"
"19759892","novel liposome based adjuvant caf01 for induction of cd8 cytotoxic t lymphocytes ctl to hiv 1 minimal ctl peptides in hla a 0201 transgenic mice","2009 Sep 11"
"19759880","quality of life among hiv infected patients in brazil after initiation of treatment","2009"
"19759879","crack cocaine use and its relationship with violence and hiv","2009"
"19759565","vaccine that delivers rather than induces antibodies","2009 Nov"
"19759518","inability to disrupt the immunological synapse between infected human t cells and apcs distinguishes hiv 1 from most other primate lentiviruses","2009 Oct"
"19759513","bilateral pedal edema in an hiv patient lopinavir ritonavir containing treatment regimen as a potential cause","2009 Jun 1"
"19759509","prevalence of resistance associated mutations to protease and reverse transcriptase inhibitors in treatment na ve hiv1 infected individuals in casablanca morocco","2009 Jun 1"
"19759497","dual infection with dengue virus 3 and human immunodeficiency virus 1 in havana cuba","2009 May 1"
"19759481","detection of hepatitis c virus and human immunodeficiency virus in expatriates in saudi arabia by antigen antibody combination assays","2009 Apr 30"
"19759256","comparison of 3 drug versus 4 drug and pi versus non pi combinations as initial haart experience from 1998 to 2007","2009 Sep-Oct"
"19759255","hiv infected thais need help to adjust to a normal life in society","2009 Sep-Oct"
"19759232","clinical and resistance consequences of misquantification of plasma and cerebrospinal fluid human immunodeficiency virus type 1 hiv 1 rna in samples from an hiv 1 subtype g infected patient","2009 Nov"
"19759213","multiplex primer prediction software for divergent targets","2009 Oct"
"19759152","loss of raltegravir susceptibility by human immunodeficiency virus type 1 is conferred via multiple nonoverlapping genetic pathways","2009 Nov"
"19759140","clade specific evolution mediated by hla b 57 5801 in human immunodeficiency virus type 1 clade a1 p24","2009 Dec"
"19759136","cdk inhibitor p21cip1 waf1 is induced by fcgammar activation and restricts the replication of human immunodeficiency virus type 1 and related primate lentiviruses in human macrophages","2009 Dec"
"19759127","maribavir inhibits epstein barr virus transcription in addition to viral dna replication","2009 Dec"
"19759047","evolution of an integrated sexual health service","2009 Oct"
"19758480","food consumption and nutritional status of people living with hiv aids plwha a case of thika and bungoma districts kenya","2010 Apr"
"19758442","human cellular restriction factors that target hiv 1 replication","2009 Sep 16"
"19758384","dermatological aspects of medicine highly active antiretroviral therapy and the treatment of human immunodeficiency virus","2010 Jan"
"19758099","3 4 methylenedioxymethamphetamine increases susceptibility to genital herpes simplex virus infection in mice","2009 Oct 15"
"19758095","effect of a point of use water treatment and safe water storage intervention on diarrhea in infants of hiv infected mothers","2009 Oct 15"
"19757993","switch from enfuvirtide to raltegravir in virologically suppressed multidrug resistant hiv 1 infected patients a randomized open label trial","2009 Oct 15"
"19757815","synthesis biological evaluation and structure activity relationships for 5 e 2 arylethenyl 3 isoxazolecarboxylic acid alkyl ester derivatives as valuable antitubercular chemotypes","2009 Oct 22"
"19757300","limited prognostic value of the international prognostic score in advanced stage human immunodeficiency virus infection related hodgkin lymphoma treated with the doxorubicin bleomycin vinblastine and dacarbazine regimen","2009 Oct"
"19757019","reducing hiv risks among active injection drug and crack users the safety counts program","2010 Jun"
"19757018","acceptability and use of the diaphragm and replens lubricant gel for hiv prevention in southern africa","2010 Jun"
"19757017","acceptability of uc781 gel as a rectal microbicide among hiv uninfected women and men","2010 Jun"
"19757011","sexual behaviors among club drug users prevalence and reliability","2010 Dec"
"19756920","hhv8 positive hiv negative multicentric castleman s disease early and sustained complete remission with rituximab therapy without reactivation of kaposi sarcoma","2009 Oct"
"19756611","diagnostic and therapy of salivary gland diseases relevant aspects for the pathologist from the clinical perspective","2009 Nov"
"19756299","understanding apoptosis by systems biology approaches","2009 Oct"
"19755914","characteristics associated with retention among african american and latino adolescent hiv positive men results from the outreach care and prevention to engage hiv seropositive young msm of color special project of national significance initiative","2010 Apr 1"
"19755618","tenofovir emtricitabine efavirenz in hiv i infected adults in senegal a 96 week pilot trial in treatment naive patients","2009 Nov-Dec"
"19755495","predictors of medication adherence in high risk youth of color living with hiv","2010 Jul"
"19755397","commentary reducing hiv associated tuberculosis in children","2009 Dec"
"19754751","clinical presentation of zygomycosis","2009 Oct"
"19754523","evaluation of the confidential unit exclusion form the canadian blood services experience","2010 Feb"
"19754465","structure function studies for the panacea valproic acid","2009 Oct"
"19754420","structure and pharmacological functions of coumarins and their derivatives","2009"
"19754411","possible roles of microglial cells for neurotoxicity in clinical neurodegenerative diseases and experimental animal models","2009 Sep"
"19754362","in vivo study on vertical transmission of the hiv 1 gag gene via mouse oocytes","2009 Sep"
"19754238","benefits and burdens of participation in a longitudinal clinical trial","2009 Sep"
"19754234","towards realizing the health related millennium development goals for migrants from burma in thailand","2009 Sep"
"19754217","progress towards therapeutic application of rna interference for hiv infection","2009"
"19754136","structural constraints imposed by the conserved fusion peptide on the hiv 1 gp41 epitope recognized by the broadly neutralizing antibody 2f5","2009 Oct 15"
"19753939","incorporating rapid hiv testing into partner counseling and referral services","2009 Sep-Oct"
"19753918","hiv and aging two converging epidemics","2009 Jul-Aug"
"19753773","gift of hope to people with hiv","2009 Aug 26-Sep 1"
"19753499","hiv transmission risk at a gay bathhouse","2010 Nov"
"19753412","brief survey of awareness of common health conditions access to health services and utilization of health services in limited english proficiency hispanic latino adults","2009 Summer"
"19752717","characteristics of non hodgkin lymphoma arising in hiv infected patients with suppressed hiv replication","2009 Nov 13"
"19752715","aids related and non aids related mortality in the asia pacific region in the era of combination antiretroviral treatment","2009 Nov 13"
"19752714","circumcision and risk of hiv infection in australian homosexual men","2009 Nov 13"
"19752231","dimorphic motifs in d0 and d1 d2 domains of killer cell ig like receptor 3dl1 combine to form receptors with high moderate and no avidity for the complex of a peptide derived from hiv and hla a 2402","2009 Oct 1"
"19752084","implementation of and barriers to routine hiv screening for adolescents","2009 Oct"
"19751380","lactic acid bacteria population in children diagnosed with human immunodeficiency virus","2009 Oct"
"19751364","towards a combined prognostic index for survival in hiv infection the role of non hiv biomarkers","2010 Feb"
"19751202","in situ formation of liposome of rifampicin better availability for better treatment","2009 Oct"
"19751090","material and social incentives to participation in behavioral interventions a meta analysis of gender disparities in enrollment and retention in experimental human immunodeficiency virus prevention interventions","2009 Sep"
"19750561","maturation of the hiv reverse transcription complex putting the jigsaw together","2009 Nov"
"19750461","primary sinonasal tuberculosis in a nigerian woman presenting with epistaxis and proptosis a case report","2009 Sep"
"19750392","voluntary counseling and testing vct services and their contribution to access to hiv diagnosis in brazil","2009 Sep"
"19750384","factors associated with sexual initiation and condom use among adolescents on santiago island cape verde west africa","2009 Sep"
"19750331","epidemiological profile of hospitalized patients with tb at a referral hospital in the city of rio de janeiro brazil","2009 Aug"
"19750249","psychiatric symptoms and disorders in hiv infected mine workers in south africa a retrospective descriptive study of acute first admissions","2009 Aug"
"19750221","epitope mapping of hiv specific cd8 t cells in a cohort dominated by clade a1 infection","2009 Sep 11"
"19750011","mortality after hospitalization for pneumonia among individuals with hiv 1995 2008 a danish cohort study","2009 Sep 14"
"19749389","should antiretroviral therapy for hiv infection be tailored for intracerebral penetration","2009 Jun"
"19749141","inflammatory bowel disease and lymphoproliferative disorders the dust is starting to settle","2009 Oct"
"19748856","evaluation of quantitative liver function tests in hiv positive patients under anti retroviral therapy","2009 Sep 1"
"19748848","epidemiological composition clinical and treatment characteristics of the patient cohort of the german competence network for hiv aids","2009 Sep 28"
"19748781","synthesis and biological evaluation of new heterocyclic quinolinones as anti parasite and anti hiv drug candidates","2009 Oct 15"
"19748699","estimation of japanese international financial assistance for hiv aids control for 2003 2007 difficulties and limitations of data collection","2010 Jan"
"19748578","liposome encapsulated hiv 1 gag p24 containing lipid a induces effector cd4 t cells memory cd8 t cells and pro inflammatory cytokines","2009 Nov 16"
"19748551","fractalkine cx3cl1 enhances gaba synaptic activity at serotonin neurons in the rat dorsal raphe nucleus","2009 Dec 15"
"19748464","massive secretion by t cells is caused by hiv nef in infected cells and by nef transfer to bystander cells","2009 Sep 17"
"19748399","burden of disease caused by haemophilus influenzae type b in children younger than 5 years global estimates","2009 Sep 12"
"19748398","burden of disease caused by streptococcus pneumoniae in children younger than 5 years global estimates","2009 Sep 12"
"19748387","quarraisha abdool karim investigating hiv aids in south africa interview by priva shetty","2009 Sep 12"
"19748383","young people not as healthy as they seem","2009 Sep 12"
"19748372","learning potential and cognitive remediation in schizophrenia","2009 Sep"
"19748255","ellagitannins from tuberaria lignosa as entry inhibitors of hiv","2010 Jan"
"19748162","preventive intervention in venues for interaction used by men who have sex with men","2010 Jan-Feb"
"19747994","vaginal delivery of the recombinant hiv 1 clade c trimeric gp140 envelope protein cn54gp140 within novel rheologically structured vehicles elicits specific immune responses","2009 Nov 12"
"19747873","south asian migrant women and hiv stis knowledge attitudes and practices and the role of sexual power","2010 Jan"
"19747840","studies on curcumin and curcuminoids xxxiv photophysical properties of a symmetrical non substituted curcumin analogue","2009 Nov 9"
"19747811","social and structural determinants of haart access and adherence among injection drug users","2010 Jan"
"19747664","travel patterns and health risks for patients infected with hiv","2009 Sep"
"19747576","functional properties and epitope characteristics of t cells recognizing natural hiv 1 variants","2009 Nov 12"
"19747348","cut off values and significance of oil red o positive cells in bronchoalveolar lavage fluid","2010 Aug"
"19747122","hiv 1 in inhibitors 2010 update and perspectives","2009"
"19746576","promoting breast feeding fewer infections than in bottle fed babies very few contraindications to breast feeding","2009 Aug"
"24470883","salmonella typhimurium epidural empyema in an hiv infected patient","2009 Sep 14"
"24470880","carpal tunnel syndrome and hiv infection a case report and literature review","2009 Sep 14"
"19745758","meta analysis of transient elastography for the detection of hepatic fibrosis","2010 Mar"
"19745755","plasma cytokine levels in tanzanian hiv 1 infected adults and the effect of antiretroviral treatment","2009 Dec 1"
"19745753","understanding reasons for and outcomes of patients lost to follow up in antiretroviral therapy programs in africa through a sampling based approach","2010 Mar"
"19745752","sustainability of first line antiretroviral regimens findings from a large hiv treatment program in western kenya","2010 Feb"
"19745688","resurgence of pseudomonas endocarditis in detroit 2006 2008","2009 Sep"
"19745632","improving patient provider communication a call to action","2009 Sep"
"19745264","on line data exchange in slovenian healthcare and health insurance","2009"
"19745207","hiv infection does not affect active case finding of tuberculosis in south african gold miners","2009 Dec 15"
"19745076","degree of immune suppression and risk of hiv related hodgkin lymphoma time points matter","2009 Sep 10"
"19745033","identification of virulence determinants of mycobacterium avium that impact on the ability to resist host killing mechanisms","2010 Jan"
"19744906","electronic tracking system and wandering in alzheimer s disease a case study","2009 Sep-Oct"
"19744899","lack of specificity for the analysis of raltegravir using online sample clean up liquid chromatography electrospray tandem mass spectrometry","2009 Nov 1"
"19744690","cross reactive monoclonal antibodies to multiple hiv 1 subtype and sivcpz envelope glycoproteins","2009 Nov 10"
"19744686","selective infection of cd4 effector memory t lymphocytes leads to preferential depletion of memory t lymphocytes in r5 hiv 1 infected humanized nod scid il 2rgammanull mice","2009 Nov 10"
"19744309","migration and risk factors for hiv acquisition in pregnant women in baja california mexico","2005 Jun 22"
"19743796","clinical outcome of children on haart at police referral hospital addis ababa ethiopia","2009 Jan"
"19743790","screening and case detection for tuberculosis among people living with hiv in addis ababa ethiopia","2009 Jan"
"19743761","parametric models for studying time to antiretroviral resistance associated with illicit drug use","2009 Aug"
"19743534","rural hospital beats the odds in south africa","2009 Sep 5"
"19743454","extensive astrocyte infection is prominent in human immunodeficiency virus associated dementia","2009 Aug"
"19742416","sleep and epilepsy","2009 Sep"
"19742210","qualitative study of the impact of hiv aids on agricultural households in southeastern uganda","2009 Aug"
"19742170","effects of environmental factors on persons living with hiv aids","2009 Jul"
"19741733","foamy combinatorial anti hiv vectors with mgmtp140k potently inhibit hiv 1 and shiv replication and mediate selection in vivo","2010 Jan"
"19741603","nasal dna mva siv vaccination provides more significant protection from progression to aids than a similar intramuscular vaccination","2009 Nov"
"19741600","repeated vaginal administration of trimeric hiv 1 clade c gp140 induces serum and mucosal antibody responses","2010 Jan"
"19741481","evaluation of a dried blood spot hiv 1 rna program for early infant diagnosis and viral load monitoring at rural and remote healthcare facilities","2009 Nov 27"
"19741479","hiv infection and the risk of cancers with and without a known infectious cause","2009 Nov 13"
"19741478","hiv related stigma and psychological distress the harmful effects of specific stigma manifestations in various social settings","2009 Nov 13"
"19741300","potent inhibition of hiv 1 by trim5 cyclophilin fusion proteins engineered from human components","2009 Oct"
"19741042","biomarker validation of reports of recent sexual activity results of a randomized controlled study in zimbabwe","2009 Oct 1"
"19741021","review of hiv prevention interventions for juvenile offenders","2010 Apr"
"19740990","adult aids like disease in a novel inducible human immunodeficiency virus type 1 nef transgenic mouse model cd4 t cell activation is nef dependent and can occur in the absence of lymphophenia","2009 Nov"
"19740978","crystallographic definition of the epitope promiscuity of the broadly neutralizing anti human immunodeficiency virus type 1 antibody 2f5 vaccine design implications","2009 Nov"
"19740910","mitochondrial toxicity in hiv infected patients both off and on antiretroviral treatment a continuum or distinct underlying mechanisms","2009 Nov"
"19740437","just like fever a qualitative study on the impact of antiretroviral provision on the normalisation of hiv in rural tanzania and its implications for prevention","2009 Sep 9"
"19740231","women s experiences with anal sex motivations and implications for std prevention","2009 Sep"
"19739963","consequences of early treatment for individuals at risk of human immunodeficiency virus infection","2009 Oct 1"
"19739937","efficacy and safety of atazanavir ritonavir plus abacavir lamivudine or tenofovir emtricitabine in patients with hyperlipidaemia switched from a stable protease inhibitor based regimen including one thymidine analogue","2009 Sep"
"19739408","screening for hiv syphilis chlamydia trachomatis and neisseria gonorrhoreae during a combined survey conducted in malicouna a senegalese rural area","2009 Aug"
"19739407","cutaneous histoplasmosis due to histoplasma capsulatum variety duboisii in an immune competent child about one case in abidjan c te d ivoire","2009 Aug"
"19739018","how an improved immunoassay sensitivity can be achieved by gamma irradiation modification application and characterization of polystyrene surface for anti hiv 1 elisa","2009"
"19738999","htlv i infection is not associated with a higher risk of death in peruvian hiv infected patients","2009 Jul-Aug"
"19738998","high prevalence and association of hiv 1 non b subtype with specific sexual transmission risk among antiretroviral na ve patients in porto alegre rs brazil","2009 Jul-Aug"
"19738997","serological study of cysticercosis in patients with hiv","2009 Jul-Aug"
"19738904","parsing social network survey data from hidden populations using stochastic context free grammars","2009 Sep 7"
"19738486","risk factors for hiv infection among haitian adolescents and young adults seeking counseling and testing in port au prince","2009 Dec 1"
"19738485","trends in hepatitis c virus infection among patients in the hiv outpatient study 1996 2007","2010 Mar"
"19738218","responsiveness of the effective consumer scale ec 17","2009 Sep"
"19737995","apricitabine a nucleoside reverse transcriptase inhibitor for hiv infection","2009 Oct"
"19737861","retinoic acid can enhance conversion of naive into regulatory t cells independently of secreted cytokines","2009 Sep 28"
"19737401","formation of cysteine linked dimers of bst 2 tetherin is important for inhibition of hiv 1 virus release but not for sensitivity to vpu","2009 Sep 8"
"19737394","hepatitis b virus molecular genotypes and hbeag serological status among hbv infected patients in the southeast of brazil","2009 Sep 8"
"19737375","levels of childhood vaccination coverage and the impact of maternal hiv status on child vaccination status in rural kwazulu natal south africa","2009 Nov"
"19737231","conserved t cell and natural killer cell function in treatment experienced adults receiving tenofovir plus didanosine as nucleoside reverse transcription inhibitor backbone","2009 Oct"
"19736813","linking nef with the immunological and virological determinants of aids","2009 May-Jun"
"19736481","spontaneous rupture of tuberculous spleen in a hiv seropositive patient on maintenance hemodialysis","2009 Sep"
"19736442","awareness of stds and hiv aids among the adolescent girls of classes ix xii in amritsar punjab an interventional study","2009 Sep-Oct"
"19736410","rare case of tubercular cerebellar abscess","2009 Oct-Dec"
"19736409","female genital tb and hiv co infection","2009 Oct-Dec"
"19735625","communicable diseases report nsw may and june 2009","2009 Jul-Aug"
"19735622","indigenous resiliency project a worked example of community based participatory research","2009 Jul-Aug"
"19735381","toxicity of first line drugs for treatment of tuberculosis in children review","2009 Nov"
"19735372","factors associated with death among hiv uninfected tb patients in thailand 2004 2006","2009 Nov"
"19735222","castle study atazanavir r versus lopinavir r in antiretroviral naive patients","2009 Sep"
"19735106","update bone mineral density loss is common complication in hiv infection","2009 Summer"
"19735088","deep brain stimulation for parkinson s disease when hiv coexists","2009 Oct 30"
"19735033","prevention options for positives the effects of a health communication intervention for men who have sex with men living with hiv aids","2009 Sep"
"19734989","primary cutaneous diffuse large b cell lymphoma leg type in an elderly man with human immunodeficiency virus encephalopathy","2009"
"19734859","new technologies promise safer sex for women","2009 Sep"
"19734820","syphilis epidemiology and clinical outcomes in hiv infected and hiv uninfected patients in kaiser permanente northern california","2010 Jan"
"19734819","danish pep registry experience with the use of postexposure prophylaxis pep following sexual exposure to hiv from 1998 to 2006","2010 Jan"
"19734802","sexual violence and hiv risk behaviors among a nationally representative sample of heterosexual american women the importance of sexual coercion","2010 Jan"
